generator_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
G2,14,4,0.75,454.0
G2,14,5,0.75,511.9
G2,14,6,0.75,569.8
G2,14,7,0.75,627.7
G2,14,8,0.75,685.5
G2,14,9,0.75,743.4
G2,14,10,4.75,801.26
G2,15,1,0.66,281.4
G2,15,2,0.66,339.5
G2,15,3,0.66,397.5
G2,15,4,0.66,455.6
G2,15,5,0.66,513.7
G2,15,6,0.66,571.7
G2,15,7,0.66,629.8
G2,15,8,0.66,687.9
G2,15,9,0.66,745.9
G2,15,10,4.96,804.01
G2,16,1,0.71,283.4
G2,16,2,0.71,341.9
G2,16,3,0.71,400.4
G2,16,4,0.71,458.9
G2,16,5,0.71,517.4
G2,16,6,0.71,575.8
G2,16,7,0.71,634.3
G2,16,8,0.71,692.8
G2,16,9,0.71,751.3
G2,16,10,4.61,809.77
G2,17,1,0.75,280.4
G2,17,2,0.75,338.3
G2,17,3,0.75,396.1
G2,17,4,0.75,454.0
G2,17,5,0.75,511.9
G2,17,6,0.75,569.7
G2,17,7,0.75,627.6
G2,17,8,0.75,685.5
G2,17,9,0.75,743.3
G2,17,10,4.35,801.19
G2,18,1,0.81,285.2
G2,18,2,0.81,344.0
G2,18,3,0.81,402.9
G2,18,4,0.81,461.7
G2,18,5,0.81,520.6
G2,18,6,0.81,579.4
G2,18,7,0.81,638.3
G2,18,8,0.81,697.1
G2,18,9,0.81,755.9
G2,18,10,4.41,814.79
G2,19,1,0.82,288.0
G2,19,2,0.82,347.4
G2,19,3,0.82,406.9
G2,19,4,0.82,466.3
G2,19,5,0.82,525.7
G2,19,6,0.82,585.2
G2,19,7,0.82,644.6
G2,19,8,0.82,704.0
G2,19,9,0.82,763.4
G2,19,10,5.52,822.87
G2,20,1,0.86,286.5
G2,20,2,0.86,345.6
G2,20,3,0.86,404.7
G2,20,4,0.86,463.9
G2,20,5,0.86,523.0
G2,20,6,0.86,582.1
G2,20,7,0.86,641.2
G2,20,8,0.86,700.3
G2,20,9,0.86,759.5
G2,20,10,4.96,818.58
G2,21,1,0.96,279.4
G2,21,2,0.96,337.0
G2,21,3,0.96,394.7
G2,21,4,0.96,452.3
G2,21,5,0.96,510.0
G2,21,6,0.96,567.6
G2,21,7,0.96,625.2
G2,21,8,0.96,682.9
G2,21,9,0.96,740.5
G2,21,10,5.66,798.19
G2,22,1,1.09,297.0
G2,22,2,1.09,358.3
G2,22,3,1.09,419.6
G2,22,4,1.09,480.9
G2,22,5,1.09,542.2
G2,22,6,1.09,603.5
G2,22,7,1.09,664.8
G2,22,8,1.09,726.1
G2,22,9,1.09,787.4
G2,22,10,5.59,848.71
G2,23,1,1.18,300.6
G2,23,2,1.18,362.7
G2,23,3,1.18,424.7
G2,23,4,1.18,486.7
G2,23,5,1.18,548.8
G2,23,6,1.18,610.8
G2,23,7,1.18,672.8
G2,23,8,1.18,734.9
G2,23,9,1.18,796.9
G2,23,10,6.78,858.93
G2,24,1,1.32,316.3
G2,24,2,1.32,381.6
G2,24,3,1.32,446.9
G2,24,4,1.32,512.1
G2,24,5,1.32,577.4
G2,24,6,1.32,642.7
G2,24,7,1.32,707.9
G2,24,8,1.32,773.2
G2,24,9,1.32,838.5
G2,24,10,7.42,903.75
G2,25,1,1.53,304.2
G2,25,2,1.53,367.0
G2,25,3,1.53,429.8
G2,25,4,1.53,492.5
G2,25,5,1.53,555.3
G2,25,6,1.53,618.1
G2,25,7,1.53,680.8
G2,25,8,1.53,743.6
G2,25,9,1.53,806.4
G2,25,10,7.73,869.16
G2,26,1,1.71,320.3
G2,26,2,1.71,386.4
G2,26,3,1.71,452.5
G2,26,4,1.71,518.6
G2,26,5,1.71,584.7
G2,26,6,1.71,650.8
G2,26,7,1.71,716.9
G2,26,8,1.71,783.0
G2,26,9,1.71,849.0
G2,26,10,8.21,915.14
G2,27,1,1.95,321.5
G2,27,2,1.95,387.8
G2,27,3,1.95,454.1
G2,27,4,1.95,520.5
G2,27,5,1.95,586.8
G2,27,6,1.95,653.1
G2,27,7,1.95,719.5
G2,27,8,1.95,785.8
G2,27,9,1.95,852.1
G2,27,10,9.65,918.45
G2,28,1,2.09,321.0
G2,28,2,2.09,387.2
G2,28,3,2.09,453.5
G2,28,4,2.09,519.7
G2,28,5,2.09,585.9
G2,28,6,2.09,652.2
G2,28,7,2.09,718.4
G2,28,8,2.09,784.6
G2,28,9,2.09,850.9
G2,28,10,9.19,917.1
G2,29,1,2.37,326.5
G2,29,2,2.37,393.8
G2,29,3,2.37,461.2
G2,29,4,2.37,528.6
G2,29,5,2.37,595.9
G2,29,6,2.37,663.3
G2,29,7,2.37,730.7
G2,29,8,2.37,798.0
G2,29,9,2.37,865.4
G2,29,10,8.97,932.78
G2,30,1,2.42,322.9
G2,30,2,2.42,389.5
G2,30,3,2.42,456.2
G2,30,4,2.42,522.8
G2,30,5,2.42,589.4
G2,30,6,2.42,656.1
G2,30,7,2.42,722.7
G2,30,8,2.42,789.3
G2,30,9,2.42,856.0
G2,30,10,12.12,922.61
G2,31,1,2.44,306.6
G2,31,2,2.44,369.8
G2,31,3,2.44,433.1
G2,31,4,2.44,496.4
G2,31,5,2.44,559.6
G2,31,6,2.44,622.9
G2,31,7,2.44,686.2
G2,31,8,2.44,749.4
G2,31,9,2.44,812.7
G2,31,10,12.94,875.96
G2,32,1,2.70,314.4
G2,32,2,2.70,379.3
G2,32,3,2.70,444.2
G2,32,4,2.70,509.1
G2,32,5,2.70,574.0
G2,32,6,2.70,638.8
G2,32,7,2.70,703.7
G2,32,8,2.70,768.6
G2,32,9,2.70,833.5
G2,32,10,10.70,898.37
G2,33,1,2.87,322.9
G2,33,2,2.87,389.5
G2,33,3,2.87,456.2
G2,33,4,2.87,522.8
G2,33,5,2.87,589.4
G2,33,6,2.87,656.1
G2,33,7,2.87,722.7
G2,33,8,2.87,789.3
G2,33,9,2.87,856.0
G2,33,10,11.97,922.61
G2,34,1,3.11,310.6
G2,34,2,3.11,374.7
G2,34,3,3.11,438.8
G2,34,4,3.11,502.9
G2,34,5,3.11,567.0
G2,34,6,3.11,631.1
G2,34,7,3.11,695.2
G2,34,8,3.11,759.3
G2,34,9,3.11,823.4
G2,34,10,12.21,887.53
G2,35,1,3.13,289.3
G2,35,2,3.13,349.0
G2,35,3,3.13,408.7
G2,35,4,3.13,468.4
G2,35,5,3.13,528.1
G2,35,6,3.13,587.8
G2,35,7,3.13,647.5
G2,35,8,3.13,707.2
G2,35,9,3.13,766.9
G2,35,10,15.03,826.61
G2,36,1,3.31,261.6
G2,36,2,3.31,315.6
G2,36,3,3.31,369.6
G2,36,4,3.31,423.5
G2,36,5,3.31,477.5
G2,36,6,3.31,531.5
G2,36,7,3.31,585.5
G2,36,8,3.31,639.5
G2,36,9,3.31,693.4
G2,36,10,13.01,747.43
G2,37,1,3.34,281.3
G2,37,2,3.34,339.3
G2,37,3,3.34,397.3
G2,37,4,3.34,455.4
G2,37,5,3.34,513.4
G2,37,6,3.34,571.4
G2,37,7,3.34,629.5
G2,37,8,3.34,687.5
G2,37,9,3.34,745.5
G2,37,10,15.54,803.58
G2,38,1,3.34,259.4
G2,38,2,3.34,312.9
G2,38,3,3.34,366.4
G2,38,4,3.34,419.9
G2,38,5,3.34,473.5
G2,38,6,3.34,527.0
G2,38,7,3.34,580.5
G2,38,8,3.34,634.0
G2,38,9,3.34,687.5
G2,38,10,16.74,741.07
G2,39,1,3.44,221.1
G2,39,2,3.44,266.8
G2,39,3,3.44,312.4
G2,39,4,3.44,358.0
G2,39,5,3.44,403.7
G2,39,6,3.44,449.3
G2,39,7,3.44,494.9
G2,39,8,3.44,540.6
G2,39,9,3.44,586.2
G2,39,10,15.54,631.83
G2,40,1,3.43,191.1
G2,40,2,3.43,230.5
G2,40,3,3.43,269.9
G2,40,4,3.43,309.4
G2,40,5,3.43,348.8
G2,40,6,3.43,388.2
G2,40,7,3.43,427.6
G2,40,8,3.43,467.1
G2,40,9,3.43,506.5
G2,40,10,17.93,545.93
G2,41,1,3.34,265.3
G2,41,2,3.34,320.1
G2,41,3,3.34,374.8
G2,41,4,3.34,429.6
G2,41,5,3.34,484.3
G2,41,6,3.34,539.1
G2,41,7,3.34,593.8
G2,41,8,3.34,648.6
G2,41,9,3.34,703.3
G2,41,10,17.84,758.09
G2,42,1,3.30,214.3
G2,42,2,3.30,258.5
G2,42,3,3.30,302.7
G2,42,4,3.30,347.0
G2,42,5,3.30,391.2
G2,42,6,3.30,435.4
G2,42,7,3.30,479.6
G2,42,8,3.30,523.9
G2,42,9,3.30,568.1
G2,42,10,16.40,612.3
G2,43,1,3.15,176.1
G2,43,2,3.15,212.4
G2,43,3,3.15,248.7
G2,43,4,3.15,285.1
G2,43,5,3.15,321.4
G2,43,6,3.15,357.7
G2,43,7,3.15,394.1
G2,43,8,3.15,430.4
G2,43,9,3.15,466.7
G2,43,10,13.75,503.07
G2,44,1,3.23,164.1
G2,44,2,3.23,197.9
G2,44,3,3.23,231.8
G2,44,4,3.23,265.6
G2,44,5,3.23,299.5
G2,44,6,3.23,333.3
G2,44,7,3.23,367.2
G2,44,8,3.23,401.0
G2,44,9,3.23,434.9
G2,44,10,14.43,468.72
G2,45,1,3.32,171.4
G2,45,2,3.32,206.8
G2,45,3,3.32,242.2
G2,45,4,3.32,277.6
G2,45,5,3.32,313.0
G2,45,6,3.32,348.3
G2,45,7,3.32,383.7
G2,45,8,3.32,419.1
G2,45,9,3.32,454.5
G2,45,10,12.32,489.84
G2,46,1,3.12,168.1
G2,46,2,3.12,202.8
G2,46,3,3.12,237.5
G2,46,4,3.12,272.2
G2,46,5,3.12,306.9
G2,46,6,3.12,341.6
G2,46,7,3.12,376.3
G2,46,8,3.12,411.0
G2,46,9,3.12,445.7
G2,46,10,13.92,480.41
G2,47,1,3.09,150.0
G2,47,2,3.09,181.0
G2,47,3,3.09,211.9
G2,47,4,3.09,242.9
G2,47,5,3.09,273.8
G2,47,6,3.09,304.8
G2,47,7,3.09,335.7
G2,47,8,3.09,366.7
G2,47,9,3.09,397.7
G2,47,10,13.79,428.61
G2,48,1,2.97,165.0
G2,48,2,2.97,199.1
G2,48,3,2.97,233.1
G2,48,4,2.97,267.2
G2,48,5,2.97,301.2
G2,48,6,2.97,335.3
G2,48,7,2.97,369.3
G2,48,8,2.97,403.4
G2,48,9,2.97,437.4
G2,48,10,14.97,471.47
G2,49,1,2.88,142.4
G2,49,2,2.88,171.7
G2,49,3,2.88,201.1
G2,49,4,2.88,230.5
G2,49,5,2.88,259.9
G2,49,6,2.88,289.2
G2,49,7,2.88,318.6
G2,49,8,2.88,348.0
G2,49,9,2.88,377.4
G2,49,10,14.38,406.75
G2,50,1,2.77,128.8
G2,50,2,2.77,155.4
G2,50,3,2.77,182.0
G2,50,4,2.77,208.5
G2,50,5,2.77,235.1
G2,50,6,2.77,261.7
G2,50,7,2.77,288.3
G2,50,8,2.77,314.8
G2,50,9,2.77,341.4
G2,50,10,15.77,367.99
G2,51,1,2.82,113.3
G2,51,2,2.82,136.7
G2,51,3,2.82,160.1
G2,51,4,2.82,183.5
G2,51,5,2.82,206.9
G2,51,6,2.82,230.2
G2,51,7,2.82,253.6
G2,51,8,2.82,277.0
G2,51,9,2.82,300.4
G2,51,10,14.12,323.78
G2,52,1,2.71,101.7
G2,52,2,2.71,122.7
G2,52,3,2.71,143.7
G2,52,4,2.71,164.6
G2,52,5,2.71,185.6
G2,52,6,2.71,206.6
G2,52,7,2.71,227.6
G2,52,8,2.71,248.6
G2,52,9,2.71,269.6
G2,52,10,14.31,290.54
G2,53,1,2.59,104.9
G2,53,2,2.59,126.5
G2,53,3,2.59,148.1
G2,53,4,2.59,169.8
G2,53,5,2.59,191.4
G2,53,6,2.59,213.0
G2,53,7,2.59,234.7
G2,53,8,2.59,256.3
G2,53,9,2.59,278.0
G2,53,10,14.39,299.6
G2,54,1,2.47,94.6
G2,54,2,2.47,114.1
G2,54,3,2.47,133.6
G2,54,4,2.47,153.1
G2,54,5,2.47,172.6
G2,54,6,2.47,192.1
G2,54,7,2.47,211.7
G2,54,8,2.47,231.2
G2,54,9,2.47,250.7
G2,54,10,16.07,270.21
G2,55,1,2.50,92.4
G2,55,2,2.50,111.5
G2,55,3,2.50,130.6
G2,55,4,2.50,149.6
G2,55,5,2.50,168.7
G2,55,6,2.50,187.8
G2,55,7,2.50,206.9
G2,55,8,2.50,225.9
G2,55,9,2.50,245.0
G2,55,10,16.60,264.08
G2,56,1,2.64,92.8
G2,56,2,2.64,112.0
G2,56,3,2.64,131.1
G2,56,4,2.64,150.3
G2,56,5,2.64,169.4
G2,56,6,2.64,188.6
G2,56,7,2.64,207.7
G2,56,8,2.64,226.9
G2,56,9,2.64,246.0
G2,56,10,12.94,265.19
G2,57,1,2.66,94.4
G2,57,2,2.66,113.9
G2,57,3,2.66,133.4
G2,57,4,2.66,152.9
G2,57,5,2.66,172.4
G2,57,6,2.66,191.9
G2,57,7,2.66,211.4
G2,57,8,2.66,230.9
G2,57,9,2.66,250.4
G2,57,10,11.86,269.84
G2,58,1,2.72,89.5
G2,58,2,2.72,108.0
G2,58,3,2.72,126.5
G2,58,4,2.72,145.0
G2,58,5,2.72,163.4
G2,58,6,2.72,181.9
G2,58,7,2.72,200.4
G2,58,8,2.72,218.9
G2,58,9,2.72,237.3
G2,58,10,10.42,255.82
G2,59,1,2.79,91.9
G2,59,2,2.79,110.9
G2,59,3,2.79,129.8
G2,59,4,2.79,148.8
G2,59,5,2.79,167.7
G2,59,6,2.79,186.7
G2,59,7,2.79,205.7
G2,59,8,2.79,224.6
G2,59,9,2.79,243.6
G2,59,10,10.99,262.55
G2,60,1,2.87,101.3
G2,60,2,2.87,122.2
G2,60,3,2.87,143.1
G2,60,4,2.87,164.0
G2,60,5,2.87,184.9
G2,60,6,2.87,205.8
G2,60,7,2.87,226.7
G2,60,8,2.87,247.6
G2,60,9,2.87,268.5
G2,60,10,11.27,289.37
G2,61,1,2.80,107.5
G2,61,2,2.80,129.7
G2,61,3,2.80,151.8
G2,61,4,2.80,174.0
G2,61,5,2.80,196.2
G2,61,6,2.80,218.4
G2,61,7,2.80,240.5
G2,61,8,2.80,262.7
G2,61,9,2.80,284.9
G2,61,10,11.80,307.07
G2,62,1,2.96,124.3
G2,62,2,2.96,150.0
G2,62,3,2.96,175.7
G2,62,4,2.96,201.3
G2,62,5,2.96,227.0
G2,62,6,2.96,252.6
G2,62,7,2.96,278.3
G2,62,8,2.96,303.9
G2,62,9,2.96,329.6
G2,62,10,12.26,355.26
G2,63,1,2.91,124.9
G2,63,2,2.91,150.6
G2,63,3,2.91,176.4
G2,63,4,2.91,202.1
G2,63,5,2.91,227.9
G2,63,6,2.91,253.7
G2,63,7,2.91,279.4
G2,63,8,2.91,305.2
G2,63,9,2.91,331.0
G2,63,10,13.01,356.73
G2,64,1,3.02,133.5
G2,64,2,3.02,161.1
G2,64,3,3.02,188.6
G2,64,4,3.02,216.2
G2,64,5,3.02,243.7
G2,64,6,3.02,271.3
G2,64,7,3.02,298.9
G2,64,8,3.02,326.4
G2,64,9,3.02,354.0
G2,64,10,12.22,381.52
G2,65,1,3.02,143.1
G2,65,2,3.02,172.6
G2,65,3,3.02,202.2
G2,65,4,3.02,231.7
G2,65,5,3.02,261.2
G2,65,6,3.02,290.8
G2,65,7,3.02,320.3
G2,65,8,3.02,349.8
G2,65,9,3.02,379.4
G2,65,10,13.92,408.89
G2,66,1,3.15,170.6
G2,66,2,3.15,205.8
G2,66,3,3.15,241.0
G2,66,4,3.15,276.2
G2,66,5,3.15,311.4
G2,66,6,3.15,346.6
G2,66,7,3.15,381.8
G2,66,8,3.15,417.0
G2,66,9,3.15,452.2
G2,66,10,11.65,487.45
G2,67,1,3.01,198.1
G2,67,2,3.01,239.0
G2,67,3,3.01,279.8
G2,67,4,3.01,320.7
G2,67,5,3.01,361.6
G2,67,6,3.01,402.5
G2,67,7,3.01,443.3
G2,67,8,3.01,484.2
G2,67,9,3.01,525.1
G2,67,10,13.21,565.95
G2,68,1,3.24,231.4
G2,68,2,3.24,279.2
G2,68,3,3.24,327.0
G2,68,4,3.24,374.7
G2,68,5,3.24,422.5
G2,68,6,3.24,470.2
G2,68,7,3.24,518.0
G2,68,8,3.24,565.8
G2,68,9,3.24,613.5
G2,68,10,11.44,661.28
G2,69,1,3.26,181.2
G2,69,2,3.26,218.6
G2,69,3,3.26,256.0
G2,69,4,3.26,293.4
G2,69,5,3.26,330.8
G2,69,6,3.26,368.2
G2,69,7,3.26,405.6
G2,69,8,3.26,443.0
G2,69,9,3.26,480.4
G2,69,10,13.46,517.82
G2,70,1,3.41,225.0
G2,70,2,3.41,271.4
G2,70,3,3.41,317.9
G2,70,4,3.41,364.3
G2,70,5,3.41,410.7
G2,70,6,3.41,457.1
G2,70,7,3.41,503.6
G2,70,8,3.41,550.0
G2,70,9,3.41,596.4
G2,70,10,14.91,642.85
G2,71,1,3.51,276.7
G2,71,2,3.51,333.8
G2,71,3,3.51,390.8
G2,71,4,3.51,447.9
G2,71,5,3.51,505.0
G2,71,6,3.51,562.1
G2,71,7,3.51,619.2
G2,71,8,3.51,676.3
G2,71,9,3.51,733.4
G2,71,10,14.71,790.48
G2,72,1,3.69,320.8
G2,72,2,3.69,386.9
G2,72,3,3.69,453.1
G2,72,4,3.69,519.3
G2,72,5,3.69,585.5
G2,72,6,3.69,651.7
G2,72,7,3.69,717.9
G2,72,8,3.69,784.1
G2,72,9,3.69,850.2
G2,72,10,14.69,916.43
G2,73,1,3.75,232.4
G2,73,2,3.75,280.4
G2,73,3,3.75,328.3
G2,73,4,3.75,376.3
G2,73,5,3.75,424.2
G2,73,6,3.75,472.2
G2,73,7,3.75,520.2
G2,73,8,3.75,568.1
G2,73,9,3.75,616.1
G2,73,10,13.45,664.04
G2,74,1,3.71,273.6
G2,74,2,3.71,330.0
G2,74,3,3.71,386.5
G2,74,4,3.71,442.9
G2,74,5,3.71,499.4
G2,74,6,3.71,555.8
G2,74,7,3.71,612.3
G2,74,8,3.71,668.8
G2,74,9,3.71,725.2
G2,74,10,14.81,781.66
G2,75,1,3.95,322.9
G2,75,2,3.95,389.5
G2,75,3,3.95,456.2
G2,75,4,3.95,522.8
G2,75,5,3.95,589.4
G2,75,6,3.95,656.1
G2,75,7,3.95,722.7
G2,75,8,3.95,789.3
G2,75,9,3.95,856.0
G2,75,10,14.65,922.61
G2,76,1,3.96,339.3
G2,76,2,3.96,409.3
G2,76,3,3.96,479.3
G2,76,4,3.96,549.3
G2,76,5,3.96,619.3
G2,76,6,3.96,689.3
G2,76,7,3.96,759.4
G2,76,8,3.96,829.4
G2,76,9,3.96,899.4
G2,76,10,12.96,969.39
G2,77,1,3.93,318.5
G2,77,2,3.93,384.2
G2,77,3,3.93,449.9
G2,77,4,3.93,515.6
G2,77,5,3.93,581.3
G2,77,6,3.93,647.0
G2,77,7,3.93,712.7
G2,77,8,3.93,778.5
G2,77,9,3.93,844.2
G2,77,10,12.53,909.88
G2,78,1,3.99,330.8
G2,78,2,3.99,399.1
G2,78,3,3.99,467.4
G2,78,4,3.99,535.6
G2,78,5,3.99,603.9
G2,78,6,3.99,672.1
G2,78,7,3.99,740.4
G2,78,8,3.99,808.7
G2,78,9,3.99,876.9
G2,78,10,12.89,945.21
G2,79,1,3.99,354.5
G2,79,2,3.99,427.7
G2,79,3,3.99,500.8
G2,79,4,3.99,574.0
G2,79,5,3.99,647.1
G2,79,6,3.99,720.3
G2,79,7,3.99,793.5
G2,79,8,3.99,866.6
G2,79,9,3.99,939.8
G2,79,10,14.29,1012.93
G2,80,1,3.84,398.3
G2,80,2,3.84,480.4
G2,80,3,3.84,562.6
G2,80,4,3.84,644.8
G2,80,5,3.84,727.0
G2,80,6,3.84,809.2
G2,80,7,3.84,891.4
G2,80,8,3.84,973.5
G2,80,9,3.84,1055.7
G2,80,10,15.54,1137.9
G2,81,1,3.84,399.4
G2,81,2,3.84,481.8
G2,81,3,3.84,564.3
G2,81,4,3.84,646.7
G2,81,5,3.84,729.1
G2,81,6,3.84,811.5
G2,81,7,3.84,893.9
G2,81,8,3.84,976.4
G2,81,9,3.84,1058.8
G2,81,10,14.94,1141.2
G2,82,1,3.72,414.0
G2,82,2,3.72,499.4
G2,82,3,3.72,584.8
G2,82,4,3.72,670.2
G2,82,5,3.72,755.7
G2,82,6,3.72,841.1
G2,82,7,3.72,926.5
G2,82,8,3.72,1011.9
G2,82,9,3.72,1097.4
G2,82,10,13.42,1182.78
G2,83,1,3.82,420.6
G2,83,2,3.82,507.3
G2,83,3,3.82,594.1
G2,83,4,3.82,680.9
G2,83,5,3.82,767.7
G2,83,6,3.82,854.5
G2,83,7,3.82,941.2
G2,83,8,3.82,1028.0
G2,83,9,3.82,1114.8
G2,83,10,11.02,1201.58
G2,84,1,3.71,416.6
G2,84,2,3.71,502.6
G2,84,3,3.71,588.6
G2,84,4,3.71,674.5
G2,84,5,3.71,760.5
G2,84,6,3.71,846.5
G2,84,7,3.71,932.5
G2,84,8,3.71,1018.4
G2,84,9,3.71,1104.4
G2,84,10,10.61,1190.37
G2,85,1,3.50,433.8
G2,85,2,3.50,523.4
G2,85,3,3.50,612.9
G2,85,4,3.50,702.4
G2,85,5,3.50,791.9
G2,85,6,3.50,881.5
G2,85,7,3.50,971.0
G2,85,8,3.50,1060.5
G2,85,9,3.50,1150.0
G2,85,10,12.70,1239.54
G2,86,1,3.37,438.0
G2,86,2,3.37,528.4
G2,86,3,3.37,618.8
G2,86,4,3.37,709.2
G2,86,5,3.37,799.6
G2,86,6,3.37,889.9
G2,86,7,3.37,980.3
G2,86,8,3.37,1070.7
G2,86,9,3.37,1161.1
G2,86,10,12.87,1251.48
G2,87,1,3.11,407.2
G2,87,2,3.11,491.2
G2,87,3,3.11,575.3
G2,87,4,3.11,659.3
G2,87,5,3.11,743.3
G2,87,6,3.11,827.3
G2,87,7,3.11,911.4
G2,87,8,3.11,995.4
G2,87,9,3.11,1079.4
G2,87,10,12.21,1163.43
G2,88,1,3.02,385.8
G2,88,2,3.02,465.4
G2,88,3,3.02,545.0
G2,88,4,3.02,624.6
G2,88,5,3.02,704.2
G2,88,6,3.02,783.8
G2,88,7,3.02,863.4
G2,88,8,3.02,943.0
G2,88,9,3.02,1022.6
G2,88,10,11.72,1102.2
G2,89,1,2.85,382.8
G2,89,2,2.85,461.8
G2,89,3,2.85,540.8
G2,89,4,2.85,619.8
G2,89,5,2.85,698.7
G2,89,6,2.85,777.7
G2,89,7,2.85,856.7
G2,89,8,2.85,935.7
G2,89,9,2.85,1014.7
G2,89,10,12.25,1093.69
G2,90,1,2.74,374.6
G2,90,2,2.74,451.9
G2,90,3,2.74,529.1
G2,90,4,2.74,606.4
G2,90,5,2.74,683.7
G2,90,6,2.74,761.0
G2,90,7,2.74,838.3
G2,90,8,2.74,915.6
G2,90,9,2.74,992.9
G2,90,10,10.64,1070.18
G2,91,1,2.51,343.2
G2,91,2,2.51,414.0
G2,91,3,2.51,484.8
G2,91,4,2.51,555.6
G2,91,5,2.51,626.4
G2,91,6,2.51,697.2
G2,91,7,2.51,768.0
G2,91,8,2.51,838.9
G2,91,9,2.51,909.7
G2,91,10,10.31,980.48
G2,92,1,2.46,331.8
G2,92,2,2.46,400.2
G2,92,3,2.46,468.7
G2,92,4,2.46,537.2
G2,92,5,2.46,605.6
G2,92,6,2.46,674.1
G2,92,7,2.46,742.6
G2,92,8,2.46,811.0
G2,92,9,2.46,879.5
G2,92,10,7.96,947.96
G2,93,1,2.36,353.6
G2,93,2,2.36,426.5
G2,93,3,2.36,499.5
G2,93,4,2.36,572.5
G2,93,5,2.36,645.4
G2,93,6,2.36,718.4
G2,93,7,2.36,791.3
