generator_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
G2,7,10,4.50,892.67
G2,8,1,0.67,308.7
G2,8,2,0.67,372.4
G2,8,3,0.67,436.1
G2,8,4,0.67,499.8
G2,8,5,0.67,563.5
G2,8,6,0.67,627.2
G2,8,7,0.67,690.9
G2,8,8,0.67,754.6
G2,8,9,0.67,818.3
G2,8,10,4.37,882.02
G2,9,1,0.54,312.6
G2,9,2,0.54,377.1
G2,9,3,0.54,441.6
G2,9,4,0.54,506.1
G2,9,5,0.54,570.6
G2,9,6,0.54,635.1
G2,9,7,0.54,699.6
G2,9,8,0.54,764.1
G2,9,9,0.54,828.6
G2,9,10,5.34,893.1
G2,10,1,0.51,308.3
G2,10,2,0.51,372.0
G2,10,3,0.51,435.6
G2,10,4,0.51,499.2
G2,10,5,0.51,562.8
G2,10,6,0.51,626.5
G2,10,7,0.51,690.1
G2,10,8,0.51,753.7
G2,10,9,0.51,817.4
G2,10,10,5.41,880.98
G2,11,1,0.54,306.8
G2,11,2,0.54,370.2
G2,11,3,0.54,433.5
G2,11,4,0.54,496.8
G2,11,5,0.54,560.1
G2,11,6,0.54,623.4
G2,11,7,0.54,686.7
G2,11,8,0.54,750.1
G2,11,9,0.54,813.4
G2,11,10,5.44,876.69
G2,12,1,0.57,301.9
G2,12,2,0.57,364.2
G2,12,3,0.57,426.5
G2,12,4,0.57,488.8
G2,12,5,0.57,551.1
G2,12,6,0.57,613.4
G2,12,7,0.57,675.7
G2,12,8,0.57,738.0
G2,12,9,0.57,800.3
G2,12,10,5.07,862.61
G2,13,1,0.56,298.9
G2,13,2,0.56,360.5
G2,13,3,0.56,422.2
G2,13,4,0.56,483.9
G2,13,5,0.56,545.6
G2,13,6,0.56,607.2
G2,13,7,0.56,668.9
G2,13,8,0.56,730.6
G2,13,9,0.56,792.2
G2,13,10,5.26,853.91
G2,14,1,0.56,297.0
G2,14,2,0.56,358.3
G2,14,3,0.56,419.6
G2,14,4,0.56,480.9
G2,14,5,0.56,542.2
G2,14,6,0.56,603.4
G2,14,7,0.56,664.7
G2,14,8,0.56,726.0
G2,14,9,0.56,787.3
G2,14,10,5.26,848.59
G2,15,1,0.59,301.9
G2,15,2,0.59,364.2
G2,15,3,0.59,426.5
G2,15,4,0.59,488.7
G2,15,5,0.59,551.0
G2,15,6,0.59,613.3
G2,15,7,0.59,675.6
G2,15,8,0.59,737.9
G2,15,9,0.59,800.2
G2,15,10,5.49,862.49
G2,16,1,0.56,303.4
G2,16,2,0.56,366.0
G2,16,3,0.56,428.6
G2,16,4,0.56,491.2
G2,16,5,0.56,553.8
G2,16,6,0.56,616.4
G2,16,7,0.56,679.0
G2,16,8,0.56,741.6
G2,16,9,0.56,804.2
G2,16,10,4.66,866.77
G2,17,1,0.57,302.6
G2,17,2,0.57,365.0
G2,17,3,0.57,427.5
G2,17,4,0.57,489.9
G2,17,5,0.57,552.3
G2,17,6,0.57,614.8
G2,17,7,0.57,677.2
G2,17,8,0.57,739.6
G2,17,9,0.57,802.1
G2,17,10,4.27,864.51
G2,18,1,0.55,304.9
G2,18,2,0.55,367.9
G2,18,3,0.55,430.8
G2,18,4,0.55,493.7
G2,18,5,0.55,556.6
G2,18,6,0.55,619.5
G2,18,7,0.55,682.5
G2,18,8,0.55,745.4
G2,18,9,0.55,808.3
G2,18,10,4.55,871.24
G2,19,1,0.63,303.2
G2,19,2,0.63,365.8
G2,19,3,0.63,428.4
G2,19,4,0.63,490.9
G2,19,5,0.63,553.5
G2,19,6,0.63,616.1
G2,19,7,0.63,678.6
G2,19,8,0.63,741.2
G2,19,9,0.63,803.8
G2,19,10,5.53,866.34
G2,20,1,0.67,300.0
G2,20,2,0.67,361.9
G2,20,3,0.67,423.8
G2,20,4,0.67,485.7
G2,20,5,0.67,547.6
G2,20,6,0.67,609.5
G2,20,7,0.67,671.4
G2,20,8,0.67,733.3
G2,20,9,0.67,795.3
G2,20,10,5.37,857.16
G2,21,1,0.65,310.7
G2,21,2,0.65,374.8
G2,21,3,0.65,438.9
G2,21,4,0.65,503.0
G2,21,5,0.65,567.1
G2,21,6,0.65,631.2
G2,21,7,0.65,695.3
G2,21,8,0.65,759.4
G2,21,9,0.65,823.5
G2,21,10,5.35,887.65
G2,22,1,0.77,299.1
G2,22,2,0.77,360.8
G2,22,3,0.77,422.5
G2,22,4,0.77,484.3
G2,22,5,0.77,546.0
G2,22,6,0.77,607.7
G2,22,7,0.77,669.4
G2,22,8,0.77,731.1
G2,22,9,0.77,792.9
G2,22,10,5.57,854.59
G2,23,1,0.80,297.0
G2,23,2,0.80,358.3
G2,23,3,0.80,419.6
G2,23,4,0.80,480.9
G2,23,5,0.80,542.2
G2,23,6,0.80,603.4
G2,23,7,0.80,664.7
G2,23,8,0.80,726.0
G2,23,9,0.80,787.3
G2,23,10,6.40,848.59
G2,24,1,0.94,274.3
G2,24,2,0.94,330.9
G2,24,3,0.94,387.5
G2,24,4,0.94,444.1
G2,24,5,0.94,500.7
G2,24,6,0.94,557.3
G2,24,7,0.94,613.9
G2,24,8,0.94,670.5
G2,24,9,0.94,727.1
G2,24,10,6.74,783.68
G2,25,1,1.01,292.7
G2,25,2,1.01,353.1
G2,25,3,1.01,413.5
G2,25,4,1.01,473.9
G2,25,5,1.01,534.3
G2,25,6,1.01,594.7
G2,25,7,1.01,655.1
G2,25,8,1.01,715.5
G2,25,9,1.01,775.9
G2,25,10,7.81,836.34
G2,26,1,1.18,287.9
G2,26,2,1.18,347.3
G2,26,3,1.18,406.7
G2,26,4,1.18,466.1
G2,26,5,1.18,525.5
G2,26,6,1.18,584.9
G2,26,7,1.18,644.3
G2,26,8,1.18,703.7
G2,26,9,1.18,763.2
G2,26,10,7.68,822.56
G2,27,1,1.32,264.5
G2,27,2,1.32,319.1
G2,27,3,1.32,373.7
G2,27,4,1.32,428.2
G2,27,5,1.32,482.8
G2,27,6,1.32,537.4
G2,27,7,1.32,592.0
G2,27,8,1.32,646.5
G2,27,9,1.32,701.1
G2,27,10,9.32,755.7
G2,28,1,1.49,257.0
G2,28,2,1.49,310.0
G2,28,3,1.49,363.1
G2,28,4,1.49,416.1
G2,28,5,1.49,469.1
G2,28,6,1.49,522.1
G2,28,7,1.49,575.2
G2,28,8,1.49,628.2
G2,28,9,1.49,681.2
G2,28,10,10.59,734.27
G2,29,1,1.73,281.3
G2,29,2,1.73,339.4
G2,29,3,1.73,397.4
G2,29,4,1.73,455.5
G2,29,5,1.73,513.6
G2,29,6,1.73,571.6
G2,29,7,1.73,629.7
G2,29,8,1.73,687.7
G2,29,9,1.73,745.8
G2,29,10,10.73,803.83
G2,30,1,1.87,248.3
G2,30,2,1.87,299.5
G2,30,3,1.87,350.8
G2,30,4,1.87,402.0
G2,30,5,1.87,453.2
G2,30,6,1.87,504.5
G2,30,7,1.87,555.7
G2,30,8,1.87,606.9
G2,30,9,1.87,658.2
G2,30,10,11.57,709.41
G2,31,1,2.06,216.1
G2,31,2,2.06,260.8
G2,31,3,2.06,305.4
G2,31,4,2.06,350.0
G2,31,5,2.06,394.6
G2,31,6,2.06,439.2
G2,31,7,2.06,483.8
G2,31,8,2.06,528.4
G2,31,9,2.06,573.0
G2,31,10,11.86,617.57
G2,32,1,2.11,184.0
G2,32,2,2.11,222.0
G2,32,3,2.11,259.9
G2,32,4,2.11,297.9
G2,32,5,2.11,335.9
G2,32,6,2.11,373.8
G2,32,7,2.11,411.8
G2,32,8,2.11,449.8
G2,32,9,2.11,487.8
G2,32,10,11.81,525.72
G2,33,1,2.27,242.2
G2,33,2,2.27,292.1
G2,33,3,2.27,342.1
G2,33,4,2.27,392.1
G2,33,5,2.27,442.0
G2,33,6,2.27,492.0
G2,33,7,2.27,542.0
G2,33,8,2.27,592.0
G2,33,9,2.27,641.9
G2,33,10,11.87,691.9
G2,34,1,2.36,194.7
G2,34,2,2.36,234.9
G2,34,3,2.36,275.1
G2,34,4,2.36,315.3
G2,34,5,2.36,355.5
G2,34,6,2.36,395.7
G2,34,7,2.36,435.8
G2,34,8,2.36,476.0
G2,34,9,2.36,516.2
G2,34,10,11.06,556.4
G2,35,1,2.35,152.8
G2,35,2,2.35,184.3
G2,35,3,2.35,215.8
G2,35,4,2.35,247.4
G2,35,5,2.35,278.9
G2,35,6,2.35,310.4
G2,35,7,2.35,341.9
G2,35,8,2.35,373.5
G2,35,9,2.35,405.0
G2,35,10,13.45,436.51
G2,36,1,2.37,114.3
G2,36,2,2.37,137.8
G2,36,3,2.37,161.4
G2,36,4,2.37,185.0
G2,36,5,2.37,208.6
G2,36,6,2.37,232.2
G2,36,7,2.37,255.7
G2,36,8,2.37,279.3
G2,36,9,2.37,302.9
G2,36,10,13.57,326.48
G2,37,1,2.56,119.1
G2,37,2,2.56,143.6
G2,37,3,2.56,168.2
G2,37,4,2.56,192.8
G2,37,5,2.56,217.3
G2,37,6,2.56,241.9
G2,37,7,2.56,266.5
G2,37,8,2.56,291.1
G2,37,9,2.56,315.6
G2,37,10,10.96,340.19
G2,38,1,2.63,97.5
G2,38,2,2.63,117.6
G2,38,3,2.63,137.7
G2,38,4,2.63,157.8
G2,38,5,2.63,178.0
G2,38,6,2.63,198.1
G2,38,7,2.63,218.2
G2,38,8,2.63,238.3
G2,38,9,2.63,258.4
G2,38,10,12.23,278.54
G2,39,1,2.73,67.4
G2,39,2,2.73,81.3
G2,39,3,2.73,95.2
G2,39,4,2.73,109.2
G2,39,5,2.73,123.1
G2,39,6,2.73,137.0
G2,39,7,2.73,150.9
G2,39,8,2.73,164.8
G2,39,9,2.73,178.7
G2,39,10,10.53,192.63
G2,40,1,2.73,48.6
G2,40,2,2.73,58.7
G2,40,3,2.73,68.7
G2,40,4,2.73,78.7
G2,40,5,2.73,88.8
G2,40,6,2.73,98.8
G2,40,7,2.73,108.8
G2,40,8,2.73,118.9
G2,40,9,2.73,128.9
G2,40,10,10.53,138.93
G2,41,1,2.78,59.9
G2,41,2,2.78,72.3
G2,41,3,2.78,84.7
G2,41,4,2.78,97.0
G2,41,5,2.78,109.4
G2,41,6,2.78,121.8
G2,41,7,2.78,134.2
G2,41,8,2.78,146.5
G2,41,9,2.78,158.9
G2,41,10,11.08,171.26
G2,42,1,2.72,44.2
G2,42,2,2.72,53.3
G2,42,3,2.72,62.5
G2,42,4,2.72,71.6
G2,42,5,2.72,80.7
G2,42,6,2.72,89.8
G2,42,7,2.72,99.0
G2,42,8,2.72,108.1
G2,42,9,2.72,117.2
G2,42,10,12.32,126.32
G2,43,1,2.78,39.3
G2,43,2,2.78,47.4
G2,43,3,2.78,55.5
G2,43,4,2.78,63.6
G2,43,5,2.78,71.7
G2,43,6,2.78,79.8
G2,43,7,2.78,87.9
G2,43,8,2.78,96.0
G2,43,9,2.78,104.1
G2,43,10,9.68,112.17
G2,44,1,2.72,29.1
G2,44,2,2.72,35.1
G2,44,3,2.72,41.1
G2,44,4,2.72,47.2
G2,44,5,2.72,53.2
G2,44,6,2.72,59.2
G2,44,7,2.72,65.2
G2,44,8,2.72,71.2
G2,44,9,2.72,77.2
G2,44,10,11.12,83.21
G2,45,1,2.84,41.7
G2,45,2,2.84,50.3
G2,45,3,2.84,58.9
G2,45,4,2.84,67.5
G2,45,5,2.84,76.1
G2,45,6,2.84,84.7
G2,45,7,2.84,93.3
G2,45,8,2.84,101.9
G2,45,9,2.84,110.5
G2,45,10,9.84,119.09
G2,46,1,2.83,38.8
G2,46,2,2.83,46.8
G2,46,3,2.83,54.8
G2,46,4,2.83,62.8
G2,46,5,2.83,70.8
G2,46,6,2.83,78.8
G2,46,7,2.83,86.8
G2,46,8,2.83,94.8
G2,46,9,2.83,102.8
G2,46,10,9.83,110.83
G2,47,1,2.92,34.0
G2,47,2,2.92,41.0
G2,47,3,2.92,48.0
G2,47,4,2.92,55.0
G2,47,5,2.92,62.0
G2,47,6,2.92,69.1
G2,47,7,2.92,76.1
G2,47,8,2.92,83.1
G2,47,9,2.92,90.1
G2,47,10,7.32,97.11
G2,48,1,2.74,34.4
G2,48,2,2.74,41.5
G2,48,3,2.74,48.6
G2,48,4,2.74,55.7
G2,48,5,2.74,62.8
G2,48,6,2.74,69.9
G2,48,7,2.74,77.0
G2,48,8,2.74,84.1
G2,48,9,2.74,91.2
G2,48,10,8.94,98.27
G2,49,1,2.71,37.4
G2,49,2,2.71,45.1
G2,49,3,2.71,52.8
G2,49,4,2.71,60.5
G2,49,5,2.71,68.2
G2,49,6,2.71,75.9
G2,49,7,2.71,83.6
G2,49,8,2.71,91.3
G2,49,9,2.71,99.0
G2,49,10,8.81,106.72
G2,50,1,2.72,41.6
G2,50,2,2.72,50.2
G2,50,3,2.72,58.8
G2,50,4,2.72,67.3
G2,50,5,2.72,75.9
G2,50,6,2.72,84.5
G2,50,7,2.72,93.1
G2,50,8,2.72,101.7
G2,50,9,2.72,110.3
G2,50,10,8.62,118.85
G2,51,1,2.71,39.9
G2,51,2,2.71,48.1
G2,51,3,2.71,56.3
G2,51,4,2.71,64.5
G2,51,5,2.71,72.8
G2,51,6,2.71,81.0
G2,51,7,2.71,89.2
G2,51,8,2.71,97.4
G2,51,9,2.71,105.7
G2,51,10,8.41,113.89
G2,52,1,2.72,42.2
G2,52,2,2.72,50.9
G2,52,3,2.72,59.6
G2,52,4,2.72,68.3
G2,52,5,2.72,77.0
G2,52,6,2.72,85.7
G2,52,7,2.72,94.4
G2,52,8,2.72,103.1
G2,52,9,2.72,111.8
G2,52,10,7.82,120.5
G2,53,1,2.69,47.8
G2,53,2,2.69,57.7
G2,53,3,2.69,67.5
G2,53,4,2.69,77.4
G2,53,5,2.69,87.3
G2,53,6,2.69,97.1
G2,53,7,2.69,107.0
G2,53,8,2.69,116.9
G2,53,9,2.69,126.7
G2,53,10,8.39,136.6
G2,54,1,2.63,34.0
G2,54,2,2.63,41.0
G2,54,3,2.63,48.0
G2,54,4,2.63,55.0
G2,54,5,2.63,62.0
G2,54,6,2.63,69.1
G2,54,7,2.63,76.1
G2,54,8,2.63,83.1
G2,54,9,2.63,90.1
G2,54,10,7.93,97.11
G2,55,1,2.59,30.8
G2,55,2,2.59,37.2
G2,55,3,2.59,43.5
G2,55,4,2.59,49.9
G2,55,5,2.59,56.3
G2,55,6,2.59,62.6
G2,55,7,2.59,69.0
G2,55,8,2.59,75.3
G2,55,9,2.59,81.7
G2,55,10,6.89,88.05
G2,56,1,2.66,23.3
G2,56,2,2.66,28.2
G2,56,3,2.66,33.0
G2,56,4,2.66,37.8
G2,56,5,2.66,42.6
G2,56,6,2.66,47.4
G2,56,7,2.66,52.2
G2,56,8,2.66,57.0
G2,56,9,2.66,61.9
G2,56,10,5.66,66.68
G2,57,1,2.66,24.5
G2,57,2,2.66,29.5
G2,57,3,2.66,34.6
G2,57,4,2.66,39.6
G2,57,5,2.66,44.7
G2,57,6,2.66,49.7
G2,57,7,2.66,54.8
G2,57,8,2.66,59.8
G2,57,9,2.66,64.9
G2,57,10,7.06,69.92
G2,58,1,2.63,32.3
G2,58,2,2.63,38.9
G2,58,3,2.63,45.6
G2,58,4,2.63,52.3
G2,58,5,2.63,58.9
G2,58,6,2.63,65.6
G2,58,7,2.63,72.2
G2,58,8,2.63,78.9
G2,58,9,2.63,85.6
G2,58,10,6.43,92.21
G2,59,1,2.63,35.5
G2,59,2,2.63,42.8
G2,59,3,2.63,50.2
G2,59,4,2.63,57.5
G2,59,5,2.63,64.8
G2,59,6,2.63,72.1
G2,59,7,2.63,79.5
G2,59,8,2.63,86.8
G2,59,9,2.63,94.1
G2,59,10,6.63,101.46
G2,60,1,2.64,43.7
G2,60,2,2.64,52.7
G2,60,3,2.64,61.7
G2,60,4,2.64,70.7
G2,60,5,2.64,79.8
G2,60,6,2.64,88.8
G2,60,7,2.64,97.8
G2,60,8,2.64,106.8
G2,60,9,2.64,115.8
G2,60,10,6.14,124.85
G2,61,1,2.67,21.4
G2,61,2,2.67,25.9
G2,61,3,2.67,30.3
G2,61,4,2.67,34.7
G2,61,5,2.67,39.1
G2,61,6,2.67,43.5
G2,61,7,2.67,48.0
G2,61,8,2.67,52.4
G2,61,9,2.67,56.8
G2,61,10,7.47,61.23
G2,62,1,2.72,30.9
G2,62,2,2.72,37.3
G2,62,3,2.72,43.7
G2,62,4,2.72,50.0
G2,62,5,2.72,56.4
G2,62,6,2.72,62.8
G2,62,7,2.72,69.2
G2,62,8,2.72,75.5
G2,62,9,2.72,81.9
G2,62,10,7.42,88.29
G2,63,1,2.74,44.7
G2,63,2,2.74,53.9
G2,63,3,2.74,63.1
G2,63,4,2.74,72.3
G2,63,5,2.74,81.6
G2,63,6,2.74,90.8
G2,63,7,2.74,100.0
G2,63,8,2.74,109.2
G2,63,9,2.74,118.4
G2,63,10,8.14,127.66
G2,64,1,2.86,54.3
G2,64,2,2.86,65.5
G2,64,3,2.86,76.7
G2,64,4,2.86,87.9
G2,64,5,2.86,99.1
G2,64,6,2.86,110.3
G2,64,7,2.86,121.5
G2,64,8,2.86,132.7
G2,64,9,2.86,143.9
G2,64,10,9.26,155.1
G2,65,1,2.87,29.1
G2,65,2,2.87,35.1
G2,65,3,2.87,41.1
G2,65,4,2.87,47.2
G2,65,5,2.87,53.2
G2,65,6,2.87,59.2
G2,65,7,2.87,65.2
G2,65,8,2.87,71.2
G2,65,9,2.87,77.2
G2,65,10,9.07,83.21
G2,66,1,2.99,48.7
G2,66,2,2.99,58.8
G2,66,3,2.99,68.8
G2,66,4,2.99,78.9
G2,66,5,2.99,89.0
G2,66,6,2.99,99.0
G2,66,7,2.99,109.1
G2,66,8,2.99,119.1
G2,66,9,2.99,129.2
G2,66,10,9.79,139.24
G2,67,1,3.17,76.5
G2,67,2,3.17,92.3
G2,67,3,3.17,108.1
G2,67,4,3.17,123.9
G2,67,5,3.17,139.7
G2,67,6,3.17,155.4
G2,67,7,3.17,171.2
G2,67,8,3.17,187.0
G2,67,9,3.17,202.8
G2,67,10,9.27,218.59
G2,68,1,3.33,106.9
G2,68,2,3.33,128.9
G2,68,3,3.33,150.9
G2,68,4,3.33,173.0
G2,68,5,3.33,195.0
G2,68,6,3.33,217.1
G2,68,7,3.33,239.1
G2,68,8,3.33,261.2
G2,68,9,3.33,283.2
G2,68,10,10.63,305.29
G2,69,1,3.41,97.3
G2,69,2,3.41,117.4
G2,69,3,3.41,137.5
G2,69,4,3.41,157.6
G2,69,5,3.41,177.7
G2,69,6,3.41,197.8
G2,69,7,3.41,217.9
G2,69,8,3.41,237.9
G2,69,9,3.41,258.0
G2,69,10,11.21,278.11
G2,70,1,3.48,141.1
G2,70,2,3.48,170.2
G2,70,3,3.48,199.4
G2,70,4,3.48,228.5
G2,70,5,3.48,257.6
G2,70,6,3.48,286.7
G2,70,7,3.48,315.8
G2,70,8,3.48,345.0
G2,70,9,3.48,374.1
G2,70,10,10.88,403.2
G2,71,1,3.64,193.5
G2,71,2,3.64,233.4
G2,71,3,3.64,273.3
G2,71,4,3.64,313.2
G2,71,5,3.64,353.2
G2,71,6,3.64,393.1
G2,71,7,3.64,433.0
G2,71,8,3.64,472.9
G2,71,9,3.64,512.9
G2,71,10,12.24,552.78
G2,72,1,3.67,269.8
G2,72,2,3.67,325.5
G2,72,3,3.67,381.1
G2,72,4,3.67,436.8
G2,72,5,3.67,492.5
G2,72,6,3.67,548.1
G2,72,7,3.67,603.8
G2,72,8,3.67,659.5
G2,72,9,3.67,715.1
G2,72,10,12.57,770.82
G2,73,1,3.84,217.4
G2,73,2,3.84,262.3
G2,73,3,3.84,307.2
G2,73,4,3.84,352.0
G2,73,5,3.84,396.9
G2,73,6,3.84,441.8
G2,73,7,3.84,486.6
G2,73,8,3.84,531.5
G2,73,9,3.84,576.4
G2,73,10,10.84,621.24
G2,74,1,3.83,257.9
G2,74,2,3.83,311.1
G2,74,3,3.83,364.3
G2,74,4,3.83,417.5
G2,74,5,3.83,470.8
G2,74,6,3.83,524.0
G2,74,7,3.83,577.2
G2,74,8,3.83,630.4
G2,74,9,3.83,683.6
G2,74,10,11.53,736.84
G2,75,1,3.87,271.8
G2,75,2,3.87,327.9
G2,75,3,3.87,384.0
G2,75,4,3.87,440.1
G2,75,5,3.87,496.2
G2,75,6,3.87,552.3
G2,75,7,3.87,608.4
G2,75,8,3.87,664.5
G2,75,9,3.87,720.6
G2,75,10,12.07,776.7
G2,76,1,3.79,326.3
G2,76,2,3.79,393.6
G2,76,3,3.79,460.9
G2,76,4,3.79,528.2
G2,76,5,3.79,595.6
G2,76,6,3.79,662.9
G2,76,7,3.79,730.2
G2,76,8,3.79,797.5
G2,76,9,3.79,864.8
G2,76,10,13.79,932.17
G2,77,1,3.78,297.0
G2,77,2,3.78,358.3
G2,77,3,3.78,419.6
G2,77,4,3.78,480.9
G2,77,5,3.78,542.2
G2,77,6,3.78,603.4
G2,77,7,3.78,664.7
G2,77,8,3.78,726.0
G2,77,9,3.78,787.3
G2,77,10,13.38,848.59
G2,78,1,3.81,317.9
G2,78,2,3.81,383.5
G2,78,3,3.81,449.1
G2,78,4,3.81,514.7
G2,78,5,3.81,580.3
G2,78,6,3.81,645.8
G2,78,7,3.81,711.4
G2,78,8,3.81,777.0
G2,78,9,3.81,842.6
G2,78,10,12.11,908.22
G2,79,1,3.86,341.9
G2,79,2,3.86,412.5
G2,79,3,3.86,483.0
G2,79,4,3.86,553.6
G2,79,5,3.86,624.1
G2,79,6,3.86,694.7
G2,79,7,3.86,765.3
G2,79,8,3.86,835.8
G2,79,9,3.86,906.4
G2,79,10,11.56,976.92
G2,80,1,3.71,350.6
G2,80,2,3.71,422.9
G2,80,3,3.71,495.3
G2,80,4,3.71,567.6
G2,80,5,3.71,639.9
G2,80,6,3.71,712.3
G2,80,7,3.71,784.6
G2,80,8,3.71,857.0
G2,80,9,3.71,929.3
G2,80,10,10.61,1001.66
G2,81,1,3.66,327.1
G2,81,2,3.66,394.6
G2,81,3,3.66,462.1
G2,81,4,3.66,529.7
G2,81,5,3.66,597.2
G2,81,6,3.66,664.7
G2,81,7,3.66,732.2
G2,81,8,3.66,799.7
G2,81,9,3.66,867.2
G2,81,10,12.66,934.68
G2,82,1,3.62,348.1
G2,82,2,3.62,420.0
G2,82,3,3.62,491.8
G2,82,4,3.62,563.7
G2,82,5,3.62,635.5
G2,82,6,3.62,707.3
G2,82,7,3.62,779.2
G2,82,8,3.62,851.0
G2,82,9,3.62,922.8
G2,82,10,10.52,994.68
G2,83,1,3.52,349.3
G2,83,2,3.52,421.3
G2,83,3,3.52,493.4
G2,83,4,3.52,565.5
G2,83,5,3.52,637.5
G2,83,6,3.52,709.6
G2,83,7,3.52,781.7
G2,83,8,3.52,853.7
G2,83,9,3.52,925.8
G2,83,10,12.22,997.87
G2,84,1,3.45,350.6
G2,84,2,3.45,422.9
G2,84,3,3.45,495.3
G2,84,4,3.45,567.6
G2,84,5,3.45,639.9
G2,84,6,3.45,712.3
G2,84,7,3.45,784.6
G2,84,8,3.45,857.0
G2,84,9,3.45,929.3
G2,84,10,11.65,1001.66
G2,85,1,3.24,352.7
G2,85,2,3.24,425.5
G2,85,3,3.24,498.3
G2,85,4,3.24,571.1
G2,85,5,3.24,643.9
G2,85,6,3.24,716.7
G2,85,7,3.24,789.5
G2,85,8,3.24,862.3
G2,85,9,3.24,935.1
G2,85,10,12.84,1007.85
G2,86,1,3.25,350.9
G2,86,2,3.25,423.3
G2,86,3,3.25,495.7
G2,86,4,3.25,568.1
G2,86,5,3.25,640.5
G2,86,6,3.25,712.9
G2,86,7,3.25,785.3
G2,86,8,3.25,857.7
G2,86,9,3.25,930.1
G2,86,10,11.75,1002.46
G2,87,1,3.10,350.6
G2,87,2,3.10,422.9
G2,87,3,3.10,495.3
G2,87,4,3.10,567.6
G2,87,5,3.10,639.9
G2,87,6,3.10,712.3
G2,87,7,3.10,784.6
G2,87,8,3.10,857.0
G2,87,9,3.10,929.3
G2,87,10,11.40,1001.66
G2,88,1,2.85,349.0
G2,88,2,2.85,421.0
G2,88,3,2.85,493.0
G2,88,4,2.85,565.0
G2,88,5,2.85,637.0
G2,88,6,2.85,709.0
G2,88,7,2.85,781.0
G2,88,8,2.85,853.0
G2,88,9,2.85,925.1
G2,88,10,11.95,997.07
G2,89,1,2.75,352.7
G2,89,2,2.75,425.5
G2,89,3,2.75,498.3
G2,89,4,2.75,571.1
G2,89,5,2.75,643.9
G2,89,6,2.75,716.7
G2,89,7,2.75,789.5
G2,89,8,2.75,862.3
G2,89,9,2.75,935.1
G2,89,10,12.05,1007.85
G2,90,1,2.60,344.7
G2,90,2,2.60,415.9
G2,90,3,2.60,487.0
G2,90,4,2.60,558.1
G2,90,5,2.60,629.3
G2,90,6,2.60,700.4
G2,90,7,2.60,771.5
G2,90,8,2.60,842.7
G2,90,9,2.60,913.8
G2,90,10,11.10,984.95
G2,91,1,2.64,350.6
G2,91,2,2.64,422.9
G2,91,3,2.64,495.3
G2,91,4,2.64,567.6
G2,91,5,2.64,639.9
G2,91,6,2.64,712.3
G2,91,7,2.64,784.6
G2,91,8,2.64,857.0
G2,91,9,2.64,929.3
G2,91,10,8.44,1001.66
G2,92,1,2.41,341.0
G2,92,2,2.41,411.3
G2,92,3,2.41,481.7
G2,92,4,2.41,552.0
G2,92,5,2.41,622.4
G2,92,6,2.41,692.7
G2,92,7,2.41,763.1
G2,92,8,2.41,833.5
G2,92,9,2.41,903.8
G2,92,10,8.21,974.17
G2,93,1,2.38,350.6
G2,93,2,2.38,422.9
G2,93,3,2.38,495.3
G2,93,4,2.38,567.6
G2,93,5,2.38,639.9
G2,93,6,2.38,712.3
G2,93,7,2.38,784.6
G2,93,8,2.38,857.0
