consumer_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
C2,11,8,2.69,1018.5
C2,11,9,2.69,966.4
C2,11,10,2.69,914.35
C2,12,1,2.68,1359.16
C2,12,2,2.68,1308.0
C2,12,3,2.68,1256.8
C2,12,4,2.68,1205.6
C2,12,5,2.68,1154.4
C2,12,6,2.68,1103.2
C2,12,7,2.68,1052.0
C2,12,8,2.68,1000.8
C2,12,9,2.68,949.6
C2,12,10,2.68,898.43
C2,13,1,2.74,1378.24
C2,13,2,2.74,1326.3
C2,13,3,2.74,1274.4
C2,13,4,2.74,1222.5
C2,13,5,2.74,1170.6
C2,13,6,2.74,1118.7
C2,13,7,2.74,1066.8
C2,13,8,2.74,1014.9
C2,13,9,2.74,963.0
C2,13,10,2.74,911.04
C2,14,1,2.77,1346.19
C2,14,2,2.77,1295.5
C2,14,3,2.77,1244.8
C2,14,4,2.77,1194.1
C2,14,5,2.77,1143.4
C2,14,6,2.77,1092.7
C2,14,7,2.77,1042.0
C2,14,8,2.77,991.3
C2,14,9,2.77,940.6
C2,14,10,2.77,889.86
C2,15,1,2.83,1384.73
C2,15,2,2.83,1332.6
C2,15,3,2.83,1280.4
C2,15,4,2.83,1228.3
C2,15,5,2.83,1176.1
C2,15,6,2.83,1124.0
C2,15,7,2.83,1071.8
C2,15,8,2.83,1019.6
C2,15,9,2.83,967.5
C2,15,10,2.83,915.33
C2,16,1,2.81,1366.39
C2,16,2,2.81,1314.9
C2,16,3,2.81,1263.5
C2,16,4,2.81,1212.0
C2,16,5,2.81,1160.5
C2,16,6,2.81,1109.1
C2,16,7,2.81,1057.6
C2,16,8,2.81,1006.1
C2,16,9,2.81,954.7
C2,16,10,2.81,903.2
C2,17,1,2.80,1343.04
C2,17,2,2.80,1292.5
C2,17,3,2.80,1241.9
C2,17,4,2.80,1191.3
C2,17,5,2.80,1140.7
C2,17,6,2.80,1090.1
C2,17,7,2.80,1039.5
C2,17,8,2.80,988.9
C2,17,9,2.80,938.4
C2,17,10,2.80,887.77
C2,18,1,2.83,1362.22
C2,18,2,2.83,1310.9
C2,18,3,2.83,1259.6
C2,18,4,2.83,1208.3
C2,18,5,2.83,1157.0
C2,18,6,2.83,1105.7
C2,18,7,2.83,1054.4
C2,18,8,2.83,1003.1
C2,18,9,2.83,951.8
C2,18,10,2.83,900.45
C2,19,1,2.92,1402.42
C2,19,2,2.92,1349.6
C2,19,3,2.92,1296.8
C2,19,4,2.92,1244.0
C2,19,5,2.92,1191.1
C2,19,6,2.92,1138.3
C2,19,7,2.92,1085.5
C2,19,8,2.92,1032.7
C2,19,9,2.92,979.8
C2,19,10,2.92,927.02
C2,20,1,2.97,1406.4
C2,20,2,2.97,1353.4
C2,20,3,2.97,1300.5
C2,20,4,2.97,1247.5
C2,20,5,2.97,1194.5
C2,20,6,2.97,1141.5
C2,20,7,2.97,1088.6
C2,20,8,2.97,1035.6
C2,20,9,2.97,982.6
C2,20,10,2.97,929.66
C2,21,1,3.02,1389.45
C2,21,2,3.02,1337.1
C2,21,3,3.02,1284.8
C2,21,4,3.02,1232.5
C2,21,5,3.02,1180.1
C2,21,6,3.02,1127.8
C2,21,7,3.02,1075.5
C2,21,8,3.02,1023.1
C2,21,9,3.02,970.8
C2,21,10,3.02,918.45
C2,22,1,3.17,1430.86
C2,22,2,3.17,1377.0
C2,22,3,3.17,1323.1
C2,22,4,3.17,1269.2
C2,22,5,3.17,1215.3
C2,22,6,3.17,1161.4
C2,22,7,3.17,1107.5
C2,22,8,3.17,1053.6
C2,22,9,3.17,999.7
C2,22,10,3.17,945.82
C2,23,1,3.33,1475.5
C2,23,2,3.33,1419.9
C2,23,3,3.33,1364.4
C2,23,4,3.33,1308.8
C2,23,5,3.33,1253.2
C2,23,6,3.33,1197.6
C2,23,7,3.33,1142.1
C2,23,8,3.33,1086.5
C2,23,9,3.33,1030.9
C2,23,10,3.33,975.33
C2,24,1,3.47,1482.17
C2,24,2,3.47,1426.3
C2,24,3,3.47,1370.5
C2,24,4,3.47,1314.7
C2,24,5,3.47,1258.9
C2,24,6,3.47,1203.0
C2,24,7,3.47,1147.2
C2,24,8,3.47,1091.4
C2,24,9,3.47,1035.6
C2,24,10,3.47,979.74
C2,25,1,3.59,1583.97
C2,25,2,3.59,1524.3
C2,25,3,3.59,1464.7
C2,25,4,3.59,1405.0
C2,25,5,3.59,1345.3
C2,25,6,3.59,1285.7
C2,25,7,3.59,1226.0
C2,25,8,3.59,1166.4
C2,25,9,3.59,1106.7
C2,25,10,3.59,1047.03
C2,26,1,3.79,1611.39
C2,26,2,3.79,1550.7
C2,26,3,3.79,1490.0
C2,26,4,3.79,1429.3
C2,26,5,3.79,1368.6
C2,26,6,3.79,1307.9
C2,26,7,3.79,1247.2
C2,26,8,3.79,1186.5
C2,26,9,3.79,1125.9
C2,26,10,3.79,1065.16
C2,27,1,3.92,1620.93
C2,27,2,3.92,1559.9
C2,27,3,3.92,1498.8
C2,27,4,3.92,1437.8
C2,27,5,3.92,1376.7
C2,27,6,3.92,1315.7
C2,27,7,3.92,1254.6
C2,27,8,3.92,1193.6
C2,27,9,3.92,1132.5
C2,27,10,3.92,1071.46
C2,28,1,4.16,1594.81
C2,28,2,4.16,1534.7
C2,28,3,4.16,1474.7
C2,28,4,4.16,1414.6
C2,28,5,4.16,1354.5
C2,28,6,4.16,1294.5
C2,28,7,4.16,1234.4
C2,28,8,4.16,1174.3
C2,28,9,4.16,1114.3
C2,28,10,4.16,1054.2
C2,29,1,4.31,1645.02
C2,29,2,4.31,1583.1
C2,29,3,4.31,1521.1
C2,29,4,4.31,1459.1
C2,29,5,4.31,1397.2
C2,29,6,4.31,1335.2
C2,29,7,4.31,1273.3
C2,29,8,4.31,1211.3
C2,29,9,4.31,1149.3
C2,29,10,4.31,1087.38
C2,30,1,4.47,1617.78
C2,30,2,4.47,1556.8
C2,30,3,4.47,1495.9
C2,30,4,4.47,1435.0
C2,30,5,4.47,1374.0
C2,30,6,4.47,1313.1
C2,30,7,4.47,1252.2
C2,30,8,4.47,1191.2
C2,30,9,4.47,1130.3
C2,30,10,4.47,1069.38
C2,31,1,4.55,1583.97
C2,31,2,4.55,1524.3
C2,31,3,4.55,1464.7
C2,31,4,4.55,1405.0
C2,31,5,4.55,1345.3
C2,31,6,4.55,1285.7
C2,31,7,4.55,1226.0
C2,31,8,4.55,1166.4
C2,31,9,4.55,1106.7
C2,31,10,4.55,1047.03
C2,32,1,4.65,1542.85
C2,32,2,4.65,1484.7
C2,32,3,4.65,1426.6
C2,32,4,4.65,1368.5
C2,32,5,4.65,1310.4
C2,32,6,4.65,1252.3
C2,32,7,4.65,1194.2
C2,32,8,4.65,1136.1
C2,32,9,4.65,1078.0
C2,32,10,4.65,1019.85
C2,33,1,4.96,1610.37
C2,33,2,4.96,1549.7
C2,33,3,4.96,1489.1
C2,33,4,4.96,1428.4
C2,33,5,4.96,1367.8
C2,33,6,4.96,1307.1
C2,33,7,4.96,1246.4
C2,33,8,4.96,1185.8
C2,33,9,4.96,1125.1
C2,33,10,4.96,1064.48
C2,34,1,4.93,1574.71
C2,34,2,4.93,1515.4
C2,34,3,4.93,1456.1
C2,34,4,4.93,1396.8
C2,34,5,4.93,1337.5
C2,34,6,4.93,1278.2
C2,34,7,4.93,1218.8
C2,34,8,4.93,1159.5
C2,34,9,4.93,1100.2
C2,34,10,4.93,1040.91
C2,35,1,5.10,1435.67
C2,35,2,5.10,1381.6
C2,35,3,5.10,1327.5
C2,35,4,5.10,1273.4
C2,35,5,5.10,1219.4
C2,35,6,5.10,1165.3
C2,35,7,5.10,1111.2
C2,35,8,5.10,1057.1
C2,35,9,5.10,1003.1
C2,35,10,5.10,949.0
C2,36,1,5.12,1311.83
C2,36,2,5.12,1262.4
C2,36,3,5.12,1213.0
C2,36,4,5.12,1163.6
C2,36,5,5.12,1114.2
C2,36,6,5.12,1064.8
C2,36,7,5.12,1015.4
C2,36,8,5.12,966.0
C2,36,9,5.12,916.6
C2,36,10,5.12,867.14
C2,37,1,5.39,1445.49
C2,37,2,5.39,1391.0
C2,37,3,5.39,1336.6
C2,37,4,5.39,1282.2
C2,37,5,5.39,1227.7
C2,37,6,5.39,1173.3
C2,37,7,5.39,1118.8
C2,37,8,5.39,1064.4
C2,37,9,5.39,1009.9
C2,37,10,5.39,955.49
C2,38,1,5.29,1367.87
C2,38,2,5.29,1316.3
C2,38,3,5.29,1264.8
C2,38,4,5.29,1213.3
C2,38,5,5.29,1161.8
C2,38,6,5.29,1110.3
C2,38,7,5.29,1058.7
C2,38,8,5.29,1007.2
C2,38,9,5.29,955.7
C2,38,10,5.29,904.18
C2,39,1,5.35,1293.58
C2,39,2,5.35,1244.9
C2,39,3,5.35,1196.1
C2,39,4,5.35,1147.4
C2,39,5,5.35,1098.7
C2,39,6,5.35,1050.0
C2,39,7,5.35,1001.2
C2,39,8,5.35,952.5
C2,39,9,5.35,903.8
C2,39,10,5.35,855.08
C2,40,1,5.32,1219.38
C2,40,2,5.32,1173.5
C2,40,3,5.32,1127.5
C2,40,4,5.32,1081.6
C2,40,5,5.32,1035.7
C2,40,6,5.32,989.7
C2,40,7,5.32,943.8
C2,40,8,5.32,897.9
C2,40,9,5.32,852.0
C2,40,10,5.32,806.03
C2,41,1,5.42,1273.29
C2,41,2,5.42,1225.3
C2,41,3,5.42,1177.4
C2,41,4,5.42,1129.4
C2,41,5,5.42,1081.5
C2,41,6,5.42,1033.5
C2,41,7,5.42,985.5
C2,41,8,5.42,937.6
C2,41,9,5.42,889.6
C2,41,10,5.42,841.67
C2,42,1,5.39,1190.94
C2,42,2,5.39,1146.1
C2,42,3,5.39,1101.2
C2,42,4,5.39,1056.4
C2,42,5,5.39,1011.5
C2,42,6,5.39,966.7
C2,42,7,5.39,921.8
C2,42,8,5.39,876.9
C2,42,9,5.39,832.1
C2,42,10,5.39,787.23
C2,43,1,5.24,1084.7
C2,43,2,5.24,1043.8
C2,43,3,5.24,1003.0
C2,43,4,5.24,962.1
C2,43,5,5.24,921.3
C2,43,6,5.24,880.4
C2,43,7,5.24,839.6
C2,43,8,5.24,798.7
C2,43,9,5.24,757.9
C2,43,10,5.24,717.0
C2,44,1,5.36,990.4
C2,44,2,5.36,953.1
C2,44,3,5.36,915.8
C2,44,4,5.36,878.5
C2,44,5,5.36,841.2
C2,44,6,5.36,803.9
C2,44,7,5.36,766.6
C2,44,8,5.36,729.3
C2,44,9,5.36,692.0
C2,44,10,5.36,654.67
C2,45,1,5.41,1072.28
C2,45,2,5.41,1031.9
C2,45,3,5.41,991.5
C2,45,4,5.41,951.1
C2,45,5,5.41,910.7
C2,45,6,5.41,870.3
C2,45,7,5.41,830.0
C2,45,8,5.41,789.6
C2,45,9,5.41,749.2
C2,45,10,5.41,708.8
C2,46,1,5.34,1056.35
C2,46,2,5.34,1016.6
C2,46,3,5.34,976.8
C2,46,4,5.34,937.0
C2,46,5,5.34,897.2
C2,46,6,5.34,857.4
C2,46,7,5.34,817.6
C2,46,8,5.34,777.8
C2,46,9,5.34,738.1
C2,46,10,5.34,698.27
C2,47,1,5.23,1018.84
C2,47,2,5.23,980.5
C2,47,3,5.23,942.1
C2,47,4,5.23,903.7
C2,47,5,5.23,865.3
C2,47,6,5.23,827.0
C2,47,7,5.23,788.6
C2,47,8,5.23,750.2
C2,47,9,5.23,711.8
C2,47,10,5.23,673.47
C2,48,1,5.26,943.9
C2,48,2,5.26,908.3
C2,48,3,5.26,872.8
C2,48,4,5.26,837.2
C2,48,5,5.26,801.7
C2,48,6,5.26,766.1
C2,48,7,5.26,730.6
C2,48,8,5.26,695.0
C2,48,9,5.26,659.5
C2,48,10,5.26,623.93
C2,49,1,5.23,1018.93
C2,49,2,5.23,980.6
C2,49,3,5.23,942.2
C2,49,4,5.23,903.8
C2,49,5,5.23,865.4
C2,49,6,5.23,827.0
C2,49,7,5.23,788.7
C2,49,8,5.23,750.3
C2,49,9,5.23,711.9
C2,49,10,5.23,673.53
C2,50,1,5.19,959.37
C2,50,2,5.19,923.2
C2,50,3,5.19,887.1
C2,50,4,5.19,851.0
C2,50,5,5.19,814.8
C2,50,6,5.19,778.7
C2,50,7,5.19,742.6
C2,50,8,5.19,706.4
C2,50,9,5.19,670.3
C2,50,10,5.19,634.16
C2,51,1,5.22,928.43
C2,51,2,5.22,893.5
C2,51,3,5.22,858.5
C2,51,4,5.22,823.5
C2,51,5,5.22,788.6
C2,51,6,5.22,753.6
C2,51,7,5.22,718.6
C2,51,8,5.22,683.6
C2,51,9,5.22,648.7
C2,51,10,5.22,613.71
C2,52,1,5.26,900.83
C2,52,2,5.26,866.9
C2,52,3,5.26,833.0
C2,52,4,5.26,799.0
C2,52,5,5.26,765.1
C2,52,6,5.26,731.2
C2,52,7,5.26,697.3
C2,52,8,5.26,663.3
C2,52,9,5.26,629.4
C2,52,10,5.26,595.46
C2,53,1,5.22,928.62
C2,53,2,5.22,893.6
C2,53,3,5.22,858.7
C2,53,4,5.22,823.7
C2,53,5,5.22,788.7
C2,53,6,5.22,753.7
C2,53,7,5.22,718.8
C2,53,8,5.22,683.8
C2,53,9,5.22,648.8
C2,53,10,5.22,613.83
C2,54,1,5.16,926.3
C2,54,2,5.16,891.4
C2,54,3,5.16,856.5
C2,54,4,5.16,821.6
C2,54,5,5.16,786.7
C2,54,6,5.16,751.9
C2,54,7,5.16,717.0
C2,54,8,5.16,682.1
C2,54,9,5.16,647.2
C2,54,10,5.16,612.3
C2,55,1,5.14,926.11
C2,55,2,5.14,891.2
C2,55,3,5.14,856.3
C2,55,4,5.14,821.5
C2,55,5,5.14,786.6
C2,55,6,5.14,751.7
C2,55,7,5.14,716.8
C2,55,8,5.14,681.9
C2,55,9,5.14,647.1
C2,55,10,5.14,612.18
C2,56,1,5.14,894.81
C2,56,2,5.14,861.1
C2,56,3,5.14,827.4
C2,56,4,5.14,793.7
C2,56,5,5.14,760.0
C2,56,6,5.14,726.3
C2,56,7,5.14,692.6
C2,56,8,5.14,658.9
C2,56,9,5.14,625.2
C2,56,10,5.14,591.48
C2,57,1,5.13,891.38
C2,57,2,5.13,857.8
C2,57,3,5.13,824.2
C2,57,4,5.13,790.7
C2,57,5,5.13,757.1
C2,57,6,5.13,723.5
C2,57,7,5.13,689.9
C2,57,8,5.13,656.4
C2,57,9,5.13,622.8
C2,57,10,5.13,589.22
C2,58,1,5.22,959.28
C2,58,2,5.22,923.1
C2,58,3,5.22,887.0
C2,58,4,5.22,850.9
C2,58,5,5.22,814.8
C2,58,6,5.22,778.6
C2,58,7,5.22,742.5
C2,58,8,5.22,706.4
C2,58,9,5.22,670.2
C2,58,10,5.22,634.1
C2,59,1,5.17,1018.84
C2,59,2,5.17,980.5
C2,59,3,5.17,942.1
C2,59,4,5.17,903.7
C2,59,5,5.17,865.3
C2,59,6,5.17,827.0
C2,59,7,5.17,788.6
C2,59,8,5.17,750.2
C2,59,9,5.17,711.8
C2,59,10,5.17,673.47
C2,60,1,5.10,1112.21
C2,60,2,5.10,1070.3
C2,60,3,5.10,1028.4
C2,60,4,5.10,986.5
C2,60,5,5.10,944.6
C2,60,6,5.10,902.8
C2,60,7,5.10,860.9
C2,60,8,5.10,819.0
C2,60,9,5.10,777.1
C2,60,10,5.10,735.19
C2,61,1,5.08,1021.43
C2,61,2,5.08,983.0
C2,61,3,5.08,944.5
C2,61,4,5.08,906.0
C2,61,5,5.08,867.5
C2,61,6,5.08,829.1
C2,61,7,5.08,790.6
C2,61,8,5.08,752.1
C2,61,9,5.08,713.7
C2,61,10,5.08,675.18
C2,62,1,5.12,1111.47
C2,62,2,5.12,1069.6
C2,62,3,5.12,1027.7
C2,62,4,5.12,985.9
C2,62,5,5.12,944.0
C2,62,6,5.12,902.2
C2,62,7,5.12,860.3
C2,62,8,5.12,818.4
C2,62,9,5.12,776.6
C2,62,10,5.12,734.7
C2,63,1,5.14,1148.06
C2,63,2,5.14,1104.8
C2,63,3,5.14,1061.6
C2,63,4,5.14,1018.3
C2,63,5,5.14,975.1
C2,63,6,5.14,931.8
C2,63,7,5.14,888.6
C2,63,8,5.14,845.4
C2,63,9,5.14,802.1
C2,63,10,5.14,758.88
C2,64,1,5.21,1223.83
C2,64,2,5.21,1177.7
C2,64,3,5.21,1131.6
C2,64,4,5.21,1085.5
C2,64,5,5.21,1039.4
C2,64,6,5.21,993.4
C2,64,7,5.21,947.3
C2,64,8,5.21,901.2
C2,64,9,5.21,855.1
C2,64,10,5.21,808.97
C2,65,1,5.35,1111.47
C2,65,2,5.35,1069.6
C2,65,3,5.35,1027.7
C2,65,4,5.35,985.9
C2,65,5,5.35,944.0
C2,65,6,5.35,902.2
C2,65,7,5.35,860.3
C2,65,8,5.35,818.4
C2,65,9,5.35,776.6
C2,65,10,5.35,734.7
C2,66,1,5.45,1204.19
C2,66,2,5.45,1158.8
C2,66,3,5.45,1113.5
C2,66,4,5.45,1068.1
C2,66,5,5.45,1022.8
C2,66,6,5.45,977.4
C2,66,7,5.45,932.1
C2,66,8,5.45,886.7
C2,66,9,5.45,841.3
C2,66,10,5.45,795.99
C2,67,1,5.60,1305.62
C2,67,2,5.60,1256.4
C2,67,3,5.60,1207.3
C2,67,4,5.60,1158.1
C2,67,5,5.60,1108.9
C2,67,6,5.60,1059.7
C2,67,7,5.60,1010.6
C2,67,8,5.60,961.4
C2,67,9,5.60,912.2
C2,67,10,5.60,863.04
C2,68,1,5.62,1398.25
C2,68,2,5.62,1345.6
C2,68,3,5.62,1292.9
C2,68,4,5.62,1240.3
C2,68,5,5.62,1187.6
C2,68,6,5.62,1134.9
C2,68,7,5.62,1082.3
C2,68,8,5.62,1029.6
C2,68,9,5.62,976.9
C2,68,10,5.62,924.27
C2,69,1,5.78,1293.49
C2,69,2,5.78,1244.8
C2,69,3,5.78,1196.1
C2,69,4,5.78,1147.3
C2,69,5,5.78,1098.6
C2,69,6,5.78,1049.9
C2,69,7,5.78,1001.2
C2,69,8,5.78,952.5
C2,69,9,5.78,903.7
C2,69,10,5.78,855.02
C2,70,1,5.89,1401.12
C2,70,2,5.89,1348.3
C2,70,3,5.89,1295.6
C2,70,4,5.89,1242.8
C2,70,5,5.89,1190.0
C2,70,6,5.89,1137.3
C2,70,7,5.89,1084.5
C2,70,8,5.89,1031.7
C2,70,9,5.89,978.9
C2,70,10,5.89,926.16
C2,71,1,5.99,1508.94
C2,71,2,5.99,1452.1
C2,71,3,5.99,1395.3
C2,71,4,5.99,1338.4
C2,71,5,5.99,1281.6
C2,71,6,5.99,1224.8
C2,71,7,5.99,1167.9
C2,71,8,5.99,1111.1
C2,71,9,5.99,1054.3
C2,71,10,5.99,997.44
C2,72,1,6.03,1581.38
C2,72,2,6.03,1521.8
C2,72,3,6.03,1462.3
C2,72,4,6.03,1402.7
C2,72,5,6.03,1343.1
C2,72,6,6.03,1283.6
C2,72,7,6.03,1224.0
C2,72,8,6.03,1164.4
C2,72,9,6.03,1104.9
C2,72,10,6.03,1045.32
C2,73,1,6.12,1389.36
C2,73,2,6.12,1337.0
C2,73,3,6.12,1284.7
C2,73,4,6.12,1232.4
C2,73,5,6.12,1180.0
C2,73,6,6.12,1127.7
C2,73,7,6.12,1075.4
C2,73,8,6.12,1023.1
C2,73,9,6.12,970.7
C2,73,10,6.12,918.39
C2,74,1,6.08,1545.16
C2,74,2,6.08,1487.0
C2,74,3,6.08,1428.8
C2,74,4,6.08,1370.6
C2,74,5,6.08,1312.4
C2,74,6,6.08,1254.2
C2,74,7,6.08,1196.0
C2,74,8,6.08,1137.8
C2,74,9,6.08,1079.6
C2,74,10,6.08,1021.38
C2,75,1,6.03,1629.45
C2,75,2,6.03,1568.1
C2,75,3,6.03,1506.7
C2,75,4,6.03,1445.3
C2,75,5,6.03,1384.0
C2,75,6,6.03,1322.6
C2,75,7,6.03,1261.2
C2,75,8,6.03,1199.8
C2,75,9,6.03,1138.5
C2,75,10,6.03,1077.1
C2,76,1,6.26,1795.91
C2,76,2,6.26,1728.3
C2,76,3,6.26,1660.6
C2,76,4,6.26,1593.0
C2,76,5,6.26,1525.3
C2,76,6,6.26,1457.7
C2,76,7,6.26,1390.1
C2,76,8,6.26,1322.4
C2,76,9,6.26,1254.8
C2,76,10,6.26,1187.13
C2,77,1,6.19,1769.05
C2,77,2,6.19,1702.4
C2,77,3,6.19,1635.8
C2,77,4,6.19,1569.2
C2,77,5,6.19,1502.5
C2,77,6,6.19,1435.9
C2,77,7,6.19,1369.3
C2,77,8,6.19,1302.6
C2,77,9,6.19,1236.0
C2,77,10,6.19,1169.37
C2,78,1,6.16,1889.37
C2,78,2,6.16,1818.2
C2,78,3,6.16,1747.0
C2,78,4,6.16,1675.9
C2,78,5,6.16,1604.7
C2,78,6,6.16,1533.6
C2,78,7,6.16,1462.4
C2,78,8,6.16,1391.2
C2,78,9,6.16,1320.1
C2,78,10,6.16,1248.91
C2,79,1,6.32,2098.63
C2,79,2,6.32,2019.6
C2,79,3,6.32,1940.5
C2,79,4,6.32,1861.5
C2,79,5,6.32,1782.5
C2,79,6,6.32,1703.4
C2,79,7,6.32,1624.4
C2,79,8,6.32,1545.3
C2,79,9,6.32,1466.3
C2,79,10,6.32,1387.23
C2,80,1,6.34,2155.22
C2,80,2,6.34,2074.0
C2,80,3,6.34,1992.9
C2,80,4,6.34,1911.7
C2,80,5,6.34,1830.5
C2,80,6,6.34,1749.3
C2,80,7,6.34,1668.2
C2,80,8,6.34,1587.0
C2,80,9,6.34,1505.8
C2,80,10,6.34,1424.64
C2,81,1,6.21,2228.59
C2,81,2,6.21,2144.7
C2,81,3,6.21,2060.7
C2,81,4,6.21,1976.8
C2,81,5,6.21,1892.8
C2,81,6,6.21,1808.9
C2,81,7,6.21,1725.0
C2,81,8,6.21,1641.0
C2,81,9,6.21,1557.1
C2,81,10,6.21,1473.13
C2,82,1,6.28,2181.34
C2,82,2,6.28,2099.2
C2,82,3,6.28,2017.0
C2,82,4,6.28,1934.9
C2,82,5,6.28,1852.7
C2,82,6,6.28,1770.5
C2,82,7,6.28,1688.4
C2,82,8,6.28,1606.2
C2,82,9,6.28,1524.1
C2,82,10,6.28,1441.91
C2,83,1,6.12,2223.86
C2,83,2,6.12,2140.1
C2,83,3,6.12,2056.3
C2,83,4,6.12,1972.6
C2,83,5,6.12,1888.8
C2,83,6,6.12,1805.1
C2,83,7,6.12,1721.3
C2,83,8,6.12,1637.5
C2,83,9,6.12,1553.8
C2,83,10,6.12,1470.01
C2,84,1,6.15,2249.06
C2,84,2,6.15,2164.3
C2,84,3,6.15,2079.6
C2,84,4,6.15,1994.9
C2,84,5,6.15,1910.2
C2,84,6,6.15,1825.5
C2,84,7,6.15,1740.8
C2,84,8,6.15,1656.1
C2,84,9,6.15,1571.4
C2,84,10,6.15,1486.66
C2,85,1,6.04,2402.45
C2,85,2,6.04,2312.0
C2,85,3,6.04,2221.5
C2,85,4,6.04,2131.0
C2,85,5,6.04,2040.5
C2,85,6,6.04,1950.0
C2,85,7,6.04,1859.5
C2,85,8,6.04,1769.0
C2,85,9,6.04,1678.5
C2,85,10,6.04,1588.06
C2,86,1,5.88,2215.89
C2,86,2,5.88,2132.4
C2,86,3,5.88,2049.0
C2,86,4,5.88,1965.5
C2,86,5,5.88,1882.0
C2,86,6,5.88,1798.6
C2,86,7,5.88,1715.1
C2,86,8,5.88,1631.7
C2,86,9,5.88,1548.2
C2,86,10,5.88,1464.74
C2,87,1,5.74,2130.4
C2,87,2,5.74,2050.2
C2,87,3,5.74,1969.9
C2,87,4,5.74,1889.7
C2,87,5,5.74,1809.4
C2,87,6,5.74,1729.2
C2,87,7,5.74,1649.0
C2,87,8,5.74,1568.7
C2,87,9,5.74,1488.5
C2,87,10,5.74,1408.23
C2,88,1,5.64,2130.49
C2,88,2,5.64,2050.2
C2,88,3,5.64,1970.0
C2,88,4,5.64,1889.8
C2,88,5,5.64,1809.5
C2,88,6,5.64,1729.3
C2,88,7,5.64,1649.0
C2,88,8,5.64,1568.8
C2,88,9,5.64,1488.5
C2,88,10,5.64,1408.29
C2,89,1,5.31,1870.76
C2,89,2,5.31,1800.3
C2,89,3,5.31,1729.8
C2,89,4,5.31,1659.4
C2,89,5,5.31,1588.9
C2,89,6,5.31,1518.4
C2,89,7,5.31,1448.0
C2,89,8,5.31,1377.5
